id,templated_rationales
7dbd3db26cd14ce0795ae0f534b13cb8e2f8656088b3a3b5ca7b5a578f617f1e,"This news headline is Neutral. The headline does not contain Great Replacement Theory information. The headline stance is against immigration. The headline used loaded language: ""deportar imigrantes para Ruanda"". The headline didn't use appeal to fear."
1ce396048f25c3d15867dcd5e978b6ace6202414805457009cba4337929d20bf,"This news headline is Hyperpartisan. The headline does not contain Great Replacement Theory information. The headline stance is against immigration. The headline used loaded language: """"avalanche"" de imigrantes"". The headline didn't use appeal to fear."
2bdeb9e17f17d618521090c58ddbac7078c3c57b72302238f43f080d08482d7c,This news headline is Hyperpartisan. The headline does not contain Great Replacement Theory information. The headline stance is neutral immigration. The headline didn't use loaded language. The headline didn't use appeal to fear.
21edcda29d60a555380df6719eeac7d0c0edf99aa1b34c6fa2cfc3e7af632863,This news headline is Neutral. The headline does not contain Great Replacement Theory information. The headline stance is neutral immigration. The headline didn't use loaded language. The headline didn't use appeal to fear.
337449773af6d673de2b2690ea9f49edc5e16e5b7363543356c9f843e7afe733,"This news headline is Hyperpartisan. The headline does not contain Great Replacement Theory information. The headline stance is against immigration. The headline used loaded language: ""Agentes são orientados a empurrar crianças e bebês imigrantes para dentro de rio"". The headline didn't use appeal to fear."
a7cb286ab14ebaf398586a93493f55457cf244133423c7beb0906d71526c6a08,"This news headline is Hyperpartisan. The headline contains Great Replacement Theory information. The headline stance is neutral immigration. The headline used loaded language: ""influencia"", ""Brancos"", ""teoria da conspiração"", ""Brancos estão sendo substituídos por imigrantes"". The headline used appeal to fear: ""Brancos estão sendo substituídos por imigrantes""."
6c91e86ba8712a89d1bc24ea4986a315c78f102c70444125ac4f9f435023761a,"This news headline is Hyperpartisan. The headline contains Great Replacement Theory information. The headline stance is neutral immigration. The headline used loaded language: ""Brancos"", ""influencia"", ""teoria da conspiração"", ""Brancos estão sendo substituídos por imigrantes'"". The headline used appeal to fear: ""'Brancos estão sendo substituídos por imigrantes'""."
fbbe0bbbcab6b872e7b3fa55e9274efa7979f9ec606273191998b64e6a01cde6,"This news headline is Hyperpartisan. The headline does not contain Great Replacement Theory information. The headline stance is against immigration. The headline used loaded language: ""engrossa"", ""engrossa discurso fascista"", ""promete caça a imigrantes e ""comunistas"""". The headline didn't use appeal to fear."
d7f028da2729e1dc3b1f9aa2ff834b97645f0497074a21d2a9c05609c3c7a527,"This news headline is Hyperpartisan. The headline does not contain Great Replacement Theory information. The headline stance is against immigration. The headline used loaded language: ""degolar' e 'estuprar"", ""soltos para 'degolar' e 'estuprar'"". The headline used appeal to fear: ""imigrantes ilegais estão soltos para 'degolar' e 'estuprar' o povo norte-americano""."
e99c858065350c46025c3d257a9617a5504db1a4bc876b2b2189abde0e2977eb,This news headline is Hyperpartisan. The headline does not contain Great Replacement Theory information. The headline stance is against immigration. The headline didn't use loaded language. The headline didn't use appeal to fear.
566d90d5bb5aa45c92927cd3c25c55709efad84bc96e391a85550551e768dab7,"This news headline is Hyperpartisan. The headline does not contain Great Replacement Theory information. The headline stance is against immigration. The headline used loaded language: ""movimento anti-imigração"". The headline didn't use appeal to fear."
40645180ee613818296e293f0c7abbfbe338a305c2b086d01ebd52329ebc9fea,"This news headline is Hyperpartisan. The headline does not contain Great Replacement Theory information. The headline stance is against immigration. The headline didn't use loaded language. The headline used appeal to fear: ""200 imigrantes no mesmo espaço será ""barril de pólvora""""."
e6891260edf8d5250cbbf017bc86c54f681b093956b9eb865b12b1452e50f918,"This news headline is Hyperpartisan. The headline does not contain Great Replacement Theory information. The headline stance is pro immigration. The headline used loaded language: ""não esconde racismo"", ""O ideal é que desaparecessem"". The headline didn't use appeal to fear."
cb11b04082b068c48e1ffa64614ba7f708b5e77b90a9dccc7ea6189f9e9ce60b,"This news headline is Hyperpartisan. The headline does not contain Great Replacement Theory information. The headline stance is against immigration. The headline didn't use loaded language. The headline didn't use appeal to fear. The headline used name calling: ""‘não humanos’"", ""‘animais’ e ‘não humanos’""."
438574605ee31b51382ac8027cf5a43f66704ea439ff0d06d290e867cbfe8dba,"This news headline is Hyperpartisan. The headline does not contain Great Replacement Theory information. The headline stance is against immigration. The headline used loaded language: ""quotas"", ""Cadastro étnico-racial”, “quotas de imigração”, “modelos de família”, castração química"". The headline used appeal to fear: ""castração química""."
5ff240c500a2d99646a9511e1033ec65fa564bbf9a37acdcd64cf6db0df23c8a,"This news headline is Hyperpartisan. The headline does not contain Great Replacement Theory information. The headline stance is against immigration. The headline didn't use loaded language. The headline used appeal to fear: """"fronteiras fortes"""", ""entrada massiva de imigrantes islâmicos e muçulmanos""."
8d2cef43490d1368e94e3974c970676a4fae70b2e72e34f969699c7a909bd76b,"This news headline is Neutral. The headline does not contain Great Replacement Theory information. The headline stance is against immigration. The headline used loaded language: """"de origem não ocidental"""". The headline didn't use appeal to fear."
b0fdf55795ee9dadd6a33c36bd1addcbeee41585d668eedc9c593c57e4bc0bf4,"This news headline is Hyperpartisan. The headline does not contain Great Replacement Theory information. The headline stance is against immigration. The headline used loaded language: ""tuitou lema de grupo neonazista"". The headline didn't use appeal to fear."
2fbd6da44b4d60a73c3a9c5f960cc4f1621afa0833a2554c4acaf7107a3f486f,"This news headline is Hyperpartisan. The headline does not contain Great Replacement Theory information. The headline stance is against immigration. The headline used loaded language: ""cidadãos europeus não assimilados"", ""pretende deportar"", ""milhões de imigrantes"", ""“cidadãos europeus não assimilados”
Selected text: “cidadãos europeus não assimilados” Selected text: guru da ""remigração Tag the selected text as: Loaded Language Appeal to Fear Name Calling
Tag the selected text as:

Loaded Language
Appeal to Fear
Name Calling"", ""O guru da ""remigração"". The headline didn't use appeal to fear."
ef2aa23b9ed757d7b657ab74fb7d91469c8bfbae0059aa07087fa82b9719743d,"This news headline is Hyperpartisan. The headline does not contain Great Replacement Theory information. The headline stance is against immigration. The headline didn't use loaded language. The headline used appeal to fear: ""fronteiras fortes"", ""entrada massiva de imigrantes islâmicos e muçulmanos""."
0fa195ffaefd052fab3092b09d1a748d88ab64ddd0b30b461abf6bb20b2291ee,This news headline is Neutral. The headline does not contain Great Replacement Theory information. The headline stance is neutral immigration. The headline didn't use loaded language. The headline didn't use appeal to fear.
56d38c01caeb508837dd2cce6d6fd7a267aad23ce81b47828d272af4c9caa2f7,This news headline is Hyperpartisan. The headline does not contain Great Replacement Theory information. The headline stance is against immigration. The headline didn't use loaded language. The headline didn't use appeal to fear.
fbf2085793a8378a3ffde08dd46f3fe702304a54257b2ed4cfae7e1a2cd63b24,"This news headline is Hyperpartisan. The headline does not contain Great Replacement Theory information. The headline stance is against immigration. The headline used loaded language: ""fascista"", ""A Europa é branca"", ""ataca imigrantes:"". The headline didn't use appeal to fear. The headline used name calling: ""Negro e brasileiro"", ""fascista""."
480b33a1068695629146e4e77d5160ff0b03f90f17a2feabeadd6ecfb4a65b99,"This news headline is Hyperpartisan. The headline does not contain Great Replacement Theory information. The headline stance is against immigration. The headline used loaded language: ""plano anti-imigração"", ""Comparado à Alemanha nazista,"". The headline didn't use appeal to fear."
258e27a2a4f06919ce346a4c16fe8b1a124a6187e51b46fdd162164b52be2f9e,"This news headline is Hyperpartisan. The headline does not contain Great Replacement Theory information. The headline stance is pro immigration. The headline used loaded language: ""invadida por grupo racista"". The headline used appeal to fear: ""invadida por grupo racista"". The headline used name calling: ""racista""."
6dc558267fff7159c47e8148ff38b1004fedbc61efb29a95429fbeb242a705da,"This news headline is Hyperpartisan. The headline does not contain Great Replacement Theory information. The headline stance is against immigration. The headline used loaded language: ""saudações nazistas"", ""defesa de Salazar"", ""anti-imigração"". The headline didn't use appeal to fear."
91b0690fb2ff36a7231150b9b9989152adf41a36363667d2a455527547926848,"This news headline is Hyperpartisan. The headline does not contain Great Replacement Theory information. The headline stance is pro immigration. The headline used loaded language: ""Interiorização"". The headline didn't use appeal to fear."
7da8bb6fd67f15d5ff0dd9db9d649de5d267fd5467e9db085a66ebd72c3a4b1e,"This news headline is Hyperpartisan. The headline does not contain Great Replacement Theory information. The headline stance is neutral immigration. The headline used loaded language: ""fugindo da fome"". The headline didn't use appeal to fear."
ddcf4970f578cc09f7d33694a6c3b9e161d386857a57a6f6c6464d98839cd2e3,This news headline is Neutral. The headline does not contain Great Replacement Theory information. The headline stance is neutral immigration. The headline didn't use loaded language. The headline didn't use appeal to fear.
26106539d2dca88aaa3c84cac71939a6a6381a08b1180ee89e485995ebccfd51,This news headline is Neutral. The headline does not contain Great Replacement Theory information. The headline stance is neutral immigration. The headline didn't use loaded language. The headline didn't use appeal to fear.
bee34067508334246c1c7529313ca98338e471504991070fd523d73b4397d31c,This news headline is Neutral. The headline does not contain Great Replacement Theory information. The headline stance is neutral immigration. The headline didn't use loaded language. The headline didn't use appeal to fear.
2b5e6646d863eed7478ee39695ee814e40ce8bd4844f9134f271ea2a322ebe7c,This news headline is Neutral. The headline does not contain Great Replacement Theory information. The headline stance is neutral immigration. The headline didn't use loaded language. The headline didn't use appeal to fear.
1efc2556c3a1be87f7bbea0da24a3b2d5721dde8098cc26457b735e694178a7e,This news headline is Hyperpartisan. The headline does not contain Great Replacement Theory information. The headline stance is pro immigration. The headline didn't use loaded language. The headline didn't use appeal to fear.
fa4ec806d4ad62e780babbaf0485bfc274d25e7a9de6e615f6996c78bc5a6b06,This news headline is Neutral. The headline does not contain Great Replacement Theory information. The headline stance is against immigration. The headline didn't use loaded language. The headline didn't use appeal to fear.
f5927905828a76277617f033aa9390dd7bdd8799fdd4f1308f1b58cb058dcee6,This news headline is Neutral. The headline does not contain Great Replacement Theory information. The headline stance is neutral immigration. The headline didn't use loaded language. The headline didn't use appeal to fear.
e4e508d7e2f780a2ec383c063b0b2f6d20d7c3aeefbb1592d7a31b17ffba767e,This news headline is Neutral. The headline does not contain Great Replacement Theory information. The headline stance is neutral immigration. The headline didn't use loaded language. The headline didn't use appeal to fear.
fb3cd0299c9945d05fa51691c5deacbc938e1fb2417f1d43f881758e66b1f362,This news headline is Hyperpartisan. The headline does not contain Great Replacement Theory information. The headline stance is pro immigration. The headline didn't use loaded language. The headline didn't use appeal to fear.
58ba84e80e78c6e65173fd57e3e98730caac12268a506ae6620420dc899f1dba,This news headline is Neutral. The headline does not contain Great Replacement Theory information. The headline stance is neutral immigration. The headline didn't use loaded language. The headline didn't use appeal to fear.
bbf66b1e982902d46c7cbdadd07c0dcdb373867bd3fb5cdfea7cf2d817ae20ff,"This news headline is Hyperpartisan. The headline does not contain Great Replacement Theory information. The headline stance is pro immigration. The headline used loaded language: ""congratula-se"". The headline didn't use appeal to fear."
31abf79354ec51a89f927dca2c9cabb275152fa0717fa204082790d87ee2bc7f,"This news headline is Hyperpartisan. The headline does not contain Great Replacement Theory information. The headline stance is pro immigration. The headline used loaded language: ""braços abertos"". The headline didn't use appeal to fear."
72c9bee1a765dad3c886c9e4e340ec0094be7a9713711b65c479eb8dc9764ada,"This news headline is Hyperpartisan. The headline does not contain Great Replacement Theory information. The headline stance is against immigration. The headline used loaded language: ""invadiram"", ""presos"". The headline used appeal to fear: ""invadiram"", ""presos pela polícia""."
d203f1344901de549c89a21484315423efac4ebd09b1e88905c8ac4f843742f1,"This news headline is Hyperpartisan. The headline does not contain Great Replacement Theory information. The headline stance is pro immigration. The headline used loaded language: ""monstro à solta"", ""ataques a imigrantes"". The headline didn't use appeal to fear. The headline used name calling: ""monstro""."
afcdca6e6a6c90071272a006fd23d564a8e96513a0f6ac8d164ef2bbbaacfac1,This news headline is Hyperpartisan. The headline does not contain Great Replacement Theory information. The headline stance is against immigration. The headline didn't use loaded language. The headline didn't use appeal to fear.
09e3e2ee798b998319a754c6baba559f6e62b008938c7685a56dd980a81e62e0,This news headline is Hyperpartisan. The headline does not contain Great Replacement Theory information. The headline stance is pro immigration. The headline didn't use loaded language. The headline didn't use appeal to fear.
edcec8e91c2d6634f730b565906ba5d265f867f8f665013608c4e25a9b0c4ee4,This news headline is Hyperpartisan. The headline does not contain Great Replacement Theory information. The headline stance is against immigration. The headline didn't use loaded language. The headline didn't use appeal to fear.
49b45f60518e5aa4a6cd5ae57229a5e5ae8c30c115652e4bf771da5c3561b252,"This news headline is Hyperpartisan. The headline does not contain Great Replacement Theory information. The headline stance is against immigration. The headline used loaded language: ""movimento anti-imigração"", ""extrema direita"". The headline didn't use appeal to fear. The headline used name calling: ""extrema direita""."
1ceac8e113edabc1dcfbd80394a6da0b19f42b431395a8599a7b00ad33114822,"This news headline is Neutral. The headline does not contain Great Replacement Theory information. The headline stance is neutral immigration. The headline used loaded language: ""Ataque com facão"". The headline didn't use appeal to fear."
cbf320ffc76f97dff58721d9d37f26d77721f0e2ed7aaacd0de061cde39e204c,"This news headline is Hyperpartisan. The headline does not contain Great Replacement Theory information. The headline stance is neutral immigration. The headline used loaded language: ""profundamente desigual"". The headline didn't use appeal to fear."
a3599958fbb3d7333911bffd5ec3e4d2fdc7550d6f8aaf105ce7a6a662c2fbbb,"This news headline is Hyperpartisan. The headline does not contain Great Replacement Theory information. The headline stance is pro immigration. The headline used loaded language: ""Táticas fascistas"", ""afrontam a civilização"". The headline didn't use appeal to fear."
c37d8cd0213bffbf8feadcce14dfba644ffc574bf486458f4f57bddc3536c197,"This news headline is Hyperpartisan. The headline does not contain Great Replacement Theory information. The headline stance is against immigration. The headline used loaded language: ""prisão da Imigração"", ""estrangula estrangeiro"". The headline didn't use appeal to fear."
